song,label
"Bo kiedy miasto na święta się stroi 
Niejeden z nas o przyszłość się boi 
Niejeden z nas w marzenia ucieka 
Wierząc, że spełnienie gdzieś czeka. 
<EOST>
A kto wie, czy za rogiem
Nie stoją Anioł z Bogiem? 
I warto mieć marzenia 
Doczekać ich spełnienia. 
<EOST>
Kto wie czy za rogiem 
Nie stoją Anioł z Bogiem? 
Nie obserwują zdarzeń, 
I nie spełniają marzeń!!!
Kto wie? 
Kto wie? 
<EOST>
Niejeden z nas czasem robi jakiś błąd 
Czasem się zdarza dwa razy pod rząd. 
Ufa tym, co nie warci ufania, 
Kocha tych, co nie warci kochania. 
<EOST>
Ale kto wie, czy za rogiem 
Nie stoją Anioł z Bogiem? 
I warto mieć marzenia 
Doczekać ich spełnienia. 
<EOST>
Kto wie czy za rogiem 
Nie stoją Anioł z Bogiem? 
Nie obserwują zdarzeń, 
I nie spełniają marzeń!!!
Kto wie? 
Kto wie? 
<EOST>
Jeśli zrobisz ten właściwy krok 
Zanim znów upłynie życia rok 
To wszystko będzie tak jak trzeba 
Z udziałem lub bez udziału nieba. 
<EOST>
A kto wie, czy za rogiem 
Nie stoją Anioł z Bogiem? 
I warto mieć marzenia 
Doczekać ich spełnienia. 
<EOST>
Kto wie czy za rogiem 
Nie stoją Anioł z Bogiem? 
Nie obserwują zdarzeń, 
I nie spełniają marzeń? 
Kto wie? 
Kto wie<EOST>?",0
"Czasami słońce wstaje na zachodzie 
I gwiazdy z nieba sypią się jak mak
Wilki i owce żyją w pełnej zgodzie
I na wyścigi mknie do przodu rak
<EOST>
<RBEG>Ref.:
Gdy powiesz - tak nie bywa 
Trafiłeś kulą w płot
To wszystko jest możliwe
Gdy zacznie latać kot x2<REND>
<EOST>
Czasami ryby mają dosyć wody
I uciekają z niej na czubki drzew
W kołyskach dzieciom długie rosną brody
Nocami słychać koniczyny śpiew
<EOST>
<RBEG>Ref.:
Gdy powiesz - tak nie bywa 
Trafiłeś kulą w płot
To wszystko jest możliwe
Gdy zacznie latać kot <REND>x<EOST>2",0
"Prawdę, prawdę, prawdę, moją prawdę powiem
Przecież znacie słowa: prawda nas wyzwoli
COVID-19, mam ja swoje zdanie
Posłuchajcie teraz, panowie i panie
Czytać ja zaczęłam o pandemii owej
Informacji dużo, nie mieści się w głowie
Nigdy nie myślałam, że takie pisanie
To będzie moje nowe rapowanie
Wypuściłam numer nowiutki ""Na boso""
Będę go śpiewała w koncertach na wiosnę
Na wiosnę, na lato, na dożynek plony
Obcasy zdejmować będą wszystkie żony
Nie zdążyłam sama potańczyć na boso
Koronę mi dano na głowę nie prosząc
W obcasach czy trampkach nie potańczę wcale
Koncerty, imprezy, odwołane bale
Przez te trzy miesiące pracy nie mam wcale
A minister mówi: wrzesień. Doskonale!
Wrzesień rok 21, nie potańczą lale
Muzyka umilkła, teraz gorzkie żale
Jeszcze pokicamy, zdejmując obcasy
Kiedy dzieci pójdą do kolejnej klasy
Znowu będzie hucznie, komicznie, zabawnie
Niejedna maseczka nam z twarzy opadnie
Teraz dajmy grosik, choć niewielką kaskę
Dla żołnierzy służby medycznej, tak właśnie
Dzięki, pielęgniarki, dzięki, wy lekarze
Podziękować chcemy, chociaż nikt nie każe
Cztery lata temu chore miałam płuca
Śmierć już stała w progu, Bóg mi oddał duszę
Teraz dalej żyję, choć maski nie noszę
Bo oddychać pragnę całą piersią, muszę
Klękam ja przed Bogiem, kolana swe zginam
By dał wiarę ludziom, że czasy te miną
Modlę się codziennie, do kościoła chodzę
By modlitwa wspólna odsunęła grozę
Lubię pogotować, to czas swój zabijam
Ćwiczę aerobik, w domu se wywijam
Pielę i przycinam w zielonym ogrodzie
Tutaj jest mój azyl, tutaj rap ten płodzę
Ale chcę do ludzi, pogadać, pośpiewać
Kto muzy nie lubi, ten zły jest dla ludzi
Chcę już na koncerty, na moje śpiewanie
Niechaj czas już będzie, by przychodzić na nie
Chcemy dalej śpiewać, chcemy dalej klaskać
""W górę ręce"" krzyczeć, tańczyć boso, w trampkach
Chcemy dawać radość i uśmiech na twarzach
Chcemy poczuć wolność, Mejkowa powtarz<EOST>a",1
"Na plaży ślad Twoich bosych stóp
Morze falami zaciera
W dali latarnia światłem rozcina mgły
A Ciebie nigdzie tu nie ma
Spoglądam w niebo i widzę łzy
To niebo za Tobą płacze

<RBEG>Ref.:
Uwielbiam ciała Twego rytm
Podziwiam zawsze, jak wiruje
Taniec rozpala jak słońca żar
DJ nadaje muzę (2 x)

W kawiarni piję jedną z czterech kaw
Tej nocy już nie zapomnę
Twe pocałunki były jak słońca brzask
Splecione nasze dłonie
W morze spoglądam, a może tam
Odnajdę kochana Ciebie

<RBEG>Ref.:
Uwielbiam ciała Twego rytm
Podziwiam zawsze, jak wiruje
Taniec rozpala jak słońca żar
DJ nadaje muzę (2 x)

Uwielbiam ciała Twego rytm
DJ nadaje muzę (3 <REND><REND>x<EOST>)",1
"Usłyszałam jakiś głos, 
wydawał się znajomy.
W pokoju obok cienia brak, 
a fotel pusty stoi.
Na piętrze wymieniają się
nowymi doznaniami
Na dole miażdży warkot zły 
słów poprzesuwanych.
<EOST>
I jak tu uwierzyć, że kiedyś napotkam
I jak tu uwierzyć, że kiedyś może...
<EOST>
Opowiem Tobie o historiach
O miłościach dawno zapomnianych
Zasypiam w obcych dziś ramionach
Tak nieistotna i obca, już od tygodnia
<EOST>
Czekałam w zeszły piątek tu, 
wystając ciągle w oknie.
Zupełnie zapomniałam, 
że spóźniasz się niemodnie.
Przez ten czas pod szóstką szał,
pół nocy koty darli.
A w mojej kuchni pełno jest 
nieznajomych zmartwień.
<EOST>
I jak tu uwierzyć, że kiedyś napotkam
I jak tu uwierzyć, że będzie dobrze
<EOST>
Czas wydłużył chyba się
Pod skórą czuję, 
że Ci nie po drodze 
jakoś do mnie.
Może stąd wyniosę się, 
gdy Ciebie brakło, 
nic tu przecież po mnie.
Kartkę wsadzę w drzwi.
<EOST>
Opowiem Tobie o historiach
O miłościach dawno zapomnianych
Zasypiam w obcych dziś ramionach
Tak nieistotna, niemądra, już od tygodnia
<EOST>
Już od tygodnia<EOST>.",0
"[<RBEG>Refren: Taco Hemingway]
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin' money, money, gettin’ money, money, uh<REND>
<EOST>
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin' money, money, gettin' money, money, uh
<EOST>
[Zwrotka 1: Taco Hemingway & Pezet]
Proszę mówić
Jaki był znak zodiaku kury, którą jem?
Proszę mówić
Do mojego typu skóry, który krem?
Proszę mówić
Do mojej kawiarki, który blend, który brand?
Nie wiem którą lubię, a do której wstręt
Na szklanym wieżowcu wisi neonowe słońce
Pod nim ludzie wiążą ledwo koniec z końcem
Chłopiec znowu robi nosy nocą, choć jest ojcem
Przekonany, że powinien jeździć nowym Roycem
Nosić drogie Dolce, robić dobre dolce
W jego głowie luksusowe domy żoliborskie
Dobrze rozumiemy, że te łzy bywają słone
Ale niech mają kolor himalajskiej soli morskiej
Miasto deweloperów, miasto długów (Uh)
Ustrzelą nim dobiegniesz do celu
Miasto cudów (Uh), lecz tylko jak masz pengę w portfelu
Jak chcesz milion - do roboty, a jak nie chcesz, to nie rób (Uh)
<EOST>
[<RBEG>Refren: Taco Hemingway]
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin' money, money, gettin' money, money, uh<REND>
<EOST>
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin' money, money, gettin' money, money, uh
<EOST>
[Zwrotka 2: Pezet]
Jestem z WWA
Miasta rapu, miasta przestępstw, w mojej duszy lęk
Każdy tu zagina czasoprzestrzeń, bo za długi dzień
Nocą gubi cień, nie powinien mówić głupich ściem tyle
Ale na melanżu drugi dzień pije
Tylko Gucci Gang, Gucci Gucci Gang szczyle
Głupi owczy pęd, kupił swojej dupie szynszyle
Kto ma nowszy brand i najnowszy trend
Nowy polski Drake, drogi śliski dres, koksy, dziwki, Merc
Dla mnie jesteś tylko sztuczny fake killer
Kieszonkowe w twoim piggy bank, taki z ciebie drug dealer
Włącza ci się Jackie Chan jak pijesz
U mnie na Ursynowie, jak nawijasz tak żyjesz
Ja i Taco w tej grze jak Pelé albo Gerd Müller
Wawa nie fawela, ale też cię chętnie zabiję
Za chwilę, tu się pije wódkę, a nie rakiję
Trzymasz mordę na kłódkę, kiedy słyszysz jęk syren
<EOST>
[<RBEG>Refren: Taco Hemingway, Pezet]
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin' money, money, gettin' money, money, uh<REND>
<EOST>
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin' money, money, gettin’ money, money, uh
<EOST>
[Zwrotka 3: Taco Hemingway & Pezet]
Proszę mówić
Na moje nerwobóle, który lek?
Proszę mówić
Które buty kupić mam na długi bieg?
Oraz które seks pozycje wydobędą głuchy jęk?
W kółko o tym samym Gucci Gucci Gang
Miasto mitów, custom fitów
Agnostyków, nieporozliczanych PIT-ów
Narkotyków, funkcjonujących alkoholików
Którzy tańczą tylko do własnego leitmotivu
Miasto VIP-ów, wpychających w gardło seafood
Mięsożernych wegan, niewierzących katolików
Brak stolików, konsumują na chodniku
Marzną w lipcu, wspominają żar tropików
Moi koledzy jarają kiepy oraz omawiają Brexit
Czy będzie twardy, al dente, czy miękki?
Moi koledzy żyją sobie w czasie przeszłym
Tęskni za czasem, gdy miał za czym tęsknić
<EOST>
[<RBEG>Refren: Taco Hemingway & Pezet]
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin’ money, money, gettin' money, money, uh<REND>
<EOST>
Antysmogowa maska w moim carry-on baggage
Wiesz co to znaczy, mordo, lecę do Warszawy
Wszyscy tu przyjezdni tak jak 21 Savage
Gettin’ money, money, gettin' money, money, uh
<EOST>
[Outro]
Pocztówka z Warszawy, lato 2k19. Na zdrowie.
<EOST>
""Jak każdego dnia, ponad 600 tysięcy Warszawiaków uda się do pracy w biurach, zakładach, fabrykach. I jak codziennie, poważna grupa mieszkańców stolicy nie podejmie żadnej uczciwej pracy""<EOST>.",0
"Przez kolejne grudnie, maje człowiek goni jak szalony
A za nami pozostaje sto okazji przegapionych
Ktoś wytyka nam co chwilę w mróz czy w upał, w zimie, w lecie
Szans niedostrzeżonych tyle i ktoś rację ma, lecz przecież
<EOST>
Jeszcze w zielone gramy, jeszcze nie umieramy
Jeszcze któregoś rana odbijemy się od ściany
Jeszcze wiosenne deszcze obudzą ruń zieloną
Jeszcze zimowe śmiecie na ogniskach wiosny spłoną
<EOST>
Jeszcze w zielone gramy, jeszcze wzrok nam się pali
Jeszcze się nam pokłonią ci, co palcem wygrażali
My możemy być w kłopocie, ale na rozpaczy dnie
Jeszcze nie, długo nie
<EOST>
Więc nie martwmy się, bo w końcu nie nam jednym się nie klei
Ważne, by choć raz w miesiącu mieć dyktando u nadziei
Żeby w serca kajeciku po literkach zanotować
I powtarzać sobie cicho takie prościuteńkie słowa
<EOST>
Jeszcze w zielone gramy, jeszcze nie umieramy
Jeszcze się spełnią nasze, piękne dni, marzenia, plany
Tylko nie ulegajmy przedwczesnym niepokojom
Bądźmy jak stare wróble, które stracha się nie boją
<EOST>
Jeszcze w zielone gramy, choć skroń niejedna siwa
Jeszcze sól będzie mądra, a oliwa sprawiedliwa
Różne drogi nas prowadzą, lecz ta która w przepaść rwie
Jeszcze nie, długo nie
<EOST>
Jeszcze w zielone gramy, chęć życia nam nie zbrzydła
Jeszcze na strychu każdy klei połamane skrzydła
I myśli sobie Ikar, co nie raz już w dół runął
Jakby powiało zdrowo to bym jeszcze raz pofrunął
<EOST>
Jeszcze w zielone gramy, choć życie nam doskwiera
Gramy w nim swoje role, naturszczycy bez suflera
w najróżniejszych sztukach gramy, lecz w tej co się skończy źle
Jeszcze nie, długo ni<EOST>e",0
"Nie wiesz ile szczęścia masz 
Nie dotykasz tylu spraw 
Mówię ci... 
W moich włosach brudny świat 
Zaplótł się w życiowy bat 
Uwierz mi...

To ja płaczę i uśmiecham się 
To ja ciężkie skronie upić chcę 
To ja klaszczę w dłonie by się wznieść 
To ja pragnę zapomnieć się 

Nie wiesz ile szczęścia masz 
Młode serce w oczach blask 
Mówię ci... 
I nie zazdrosć moim dniom 
One także stare są 
Uwierz mi..<EOST>.",0
"dziś wysłałem znów do ciebie
kilka słów, coś jakby list
przed świętami mam nadzieję -
zechcesz odpowiedzieć mi?
przecież wiara czyni cuda
tak mówili mi od lat
może w końcu coś się uda
i uwierzysz jeszcze raz?
<EOST>
jeszcze jeden raz
ten ostatni raz
spróbuj cofnąć czas
zanim powiesz: pas
<EOST>
znów będę z tobą
w ten świąteczny czas
znów będę taki,
jak już kiedyś raz
znów razem z tobą
i nie cofnę się
i nie cofnę się
<EOST>
pierwsza gwiazda już na niebie,
a od ciebie nic a nic
co mam robić, sam już nie wiem
czy zaufasz jeszcze raz?
<EOST>
jeszcze jeden raz
ten ostatni raz
spróbuj cofnąć czas
zanim powiesz: pas
<EOST>
znów będę z tobą
w ten świąteczny czas
znów będę taki,
jak już kiedyś raz
znów razem z tobą
i nie cofnę się
i nie cofnę się..<EOST>.",0
"[Zwrotka 1: Quebonafide]
Złożyłbym to Taj Mahal z Lego
Zagrałbym branżowe imprezy, uderzył Gandhiego (dla Ciebie)
Choć nienawidzę krwi
To przysięgam malutka, że dałbym się pociąć im (dla Ciebie)
Wziąłbym udział w look book'u Cropp
W sumie nic nie mam do tych ciuchów
Ale w sumie to (dla Ciebie) mógłby to być odważny krok
Nawet pokocham kadłub, posiedzę w Mołdawii rok (dla Ciebie)
Przelecę bez Xanaxu lot
Teraz już wiesz to skarbie czemu mam na wardze love (dla Ciebie)
Zniszczony mógłbym palić crack
Choć nigdy byś nie chciała tego żebym zaczął ćpać
(Dla Ciebie) Robię ten cały hajs
(Dla Ciebie) Choć to jest nic i tak
(Dla Ciebie) Przyszedłbym raz na czas
(Dla Ciebie) Przestałbym zwiedzać świat (dla Ciebie)
<EOST>
[Bridge]
Bo naprawdę na dużo mnie stać
Bo naprawdę na dużo mnie stać
<EOST>
[Zwrotka 2: Quebonafide]
Przeszedłbym przeszczep szpiku (dla Ciebie)
Contrę na jednym życiu (dla Ciebie)
Pozbył się złych nawyków
Śpiewał najgłośniej ""When the Spurs"" przy White Hart Lane w szaliku (dla Ciebie)
Przesłucham One Direction
To pojebane mógłbym zostać, nie wiem, fanem Chelsea (dla Ciebie)
I zwolennikiem Kryszny i scjentologiem
Zaprzyjaźnić z Bogiem, żyć jak inni (no nie wiem)
Włożyłbym t-shirt z Che Guevarą
Jeśli to mało zgasiłbym nocą latarnie w Faros (dla Ciebie)
Zagrałbym w Fifę długie mecze
I na kasecie waląc fetę włączył film z Affleck'iem
(Dla Ciebie) Bym chyba nawet zagrał w Tibię
I na weselu pary gejów bawiąc się przy piwie
(Dla Ciebie) Wyśpiewałbym ci płytę Reggae
Wziął się za siebie i wyrzucił moją starą SEGĘ
(Dla Ciebie) Wszedł nogą w polityczny nurt, popatrzył na tych durni i jutro skończył jak Kurt Cobain
Wystąpiłbym w reklamie Saga Furs
Podpisałbym z wytwórnią pakt na pół (dla Ciebie się zgodzę)
<EOST>
[Bridge]
Szlugi gasić i palić (dla Ciebie)
Zagrać koncert pijanym (dla Ciebie)
Mała, zmierzyć się z Alim (dla Ciebie)
I nie ucieknę, choćby mierzył do mnie kurwa, nawet nie wiem, Stalin (dla Ciebie)
<EOST>
[Outro]
Mogę napisać ten tekst, bo najpiękniejsze jest to
Że nie chciałabyś takiego mnie
Nie chciałabyś takiego mnie
Nigdy nie chciałabyś takiego mni<EOST>e",0
"Gdybym wcześniej myślała, że Ty
Jesteś dla mnie
Rzuciłabym wszystko
Zakochałabym się w mig
I gdybym tylko wiedziała,
Że to Ty
Pod moim oknem rozrzuciłeś białe bzy.
<EOST>
Zabrałabym nas hen daleko
Tam, gdzie nie zagląda nawet Bóg
Porwałabym Cię też do siebie,
Żebyś już na zawsze zostać mógł.
<EOST>
Gdybym wcześniej zechciała Ciebie tak
Bardzo mocno
Za ten uśmiech roztopiłyby się kry
I gdybym oddać umiała
Szczęścia łzy
Oczy wypłakałabym
Byś przy mnie był.
<EOST>
Zabrałabym nas hen daleko
Tam, gdzie nie zagląda nawet Bóg
Porwałabym Cię też do siebie,
Żebyś już na zawsze zostać mógł.
<EOST>
Zabrałbym Cię hen do lasu
Tam, gdzie wiosnę można razem czuć
Zerwałabym dla Ciebie kwiaty, 
Żebyś nie zapomniał moich bzów
Doskonały dla nas plan
W głowie mam
Świetny plan
Głosem mamisz
Pięknie brzmi
Nie zastąpi Ciebie nikt.
<EOST>
Zabrałabym nas hen daleko
Tam, gdzie nie zagląda nawet Bóg
Porwałabym Cię też do siebie,
Żebyś już na zawsze zostać mógł.
<EOST>
Zabrałbym cię hen do lasu
Tam, gdzie wiosnę można razem czuć
Zerwałabym dla ciebie kwiaty, 
Żebyś nie zapomniał moich bzów<EOST>.",0
"Dzień w dobrym tempie mija, 
Oczy w świat wbijam, co przemija jak dobry film
Niewinny czarodziej leci witać się z chmurami
Brudny chodnik, kilkanaście kilometrów pod trampkami
Zbieram okruchy dnia, łączę wszystkie w całość
Słońce świeci dzisiaj dla mnie jak co rano
<EOST>
Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem
Zwiedzimy go razem, zwiedzimy go razem, 
Zwiedzimy go razem
<EOST>
Zmęczone twarze wagą nocy
Trochę się boją, stawiając niepewny krok
Zestaw myśli, nawet te dzikie i szalone
Tak już jest, kiedy wywijasz sumienie na drugą stronę
I czujesz spokój, mimo wszystko i trwasz
A słońce wysyła szczęście do Ciebie, patrzy w Twoją twarz
<EOST>
Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem, Zwiedzimy go razem, zwiedzimy go razem, 
Zwiedzimy go razem
<EOST>
Ten dzień jest tylko dla mnie, gdy cały świat pójdzie spać
Zrobię wszystko, by nie skończył się zwyczajnie
Dziś tylko dla mnie - prywatny plac zabaw
Moje miasto słońca
<EOST>
Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem
Zwiedzimy go razem, zwiedzimy go razem
Zwiedzimy go raze<EOST>m",0
"Na wyspie bez dusz
Stoję jak na metrach dwóch
Po lewej jest młyn
A po prawej chaos, dym

Kto stawia na szal
To, co musi dzielić nas
Gdy padam na twarz
Cieszy się i wróg i brat

Pięścią mnie wywala z butów rewolucji bieg
Lecą liście wokół głów rzucane prosto w mur

Już nie wiem jak na imię mam
O tej godzinie, która kończy świat
Już nie wiem jak na imię mam
O tej godzinie, która kończy świat

Już nie wiem jak na imię mam
Miały mury runąć, runie czas
Już nie wiem jak na imię mam, nie

Wędrowco bez barw
Nie ma tu dla ciebie szmat
Nie kocham cię tak
Tak jak kocham siebie sam

Brudu w tobie w bród
Dla takich się nie zdarza cud
Gdy w oczy ci piach
Cieszy się twój wróg i brat

Już nie wiem jak na imię mam
O tej godzinie, która kończy świat
Już nie wiem jak na imię mam
O tej godzinie, która kończy świat

Już nie wiem jak na imię mam
Miały mury runąć, runie czas
Już nie wiem jak na imię mam
Już nie wiem jak na imię mam

Już nie wiem jak na imię mam
O tej godzinie, która kończy świat
(O tej godzinie, która kończy świat)
Już nie wiem jak na imię mam
O tej godzinie, która kończy świat

Już nie wiem jak na imię mam
Miały mury runąć, runie czas
Już nie wiem jak na imię mam
(Już nie wiem jak)
Już nie wiem jak na imię ma<EOST>m",0
"Z ulicy kamiennej
Z ołtarza nicości dni
I nie tylko ja
Odchodzę wciąż pragnąc żyć

Wolny jak wiatr
W miłości niezmiennej
W białych wieżach złotych miast
Braci krwi...

W pamięci miłości
Bogowie umarli
W pamięci miłości
Tacy jak my

Więc tacy jak my
Z ołtarza nicości codziennych
Kochanie do krwi
Nie tylko Ty
Zachowaj je idąc ze mną
Bogowie umarli...

Bogowie umarli...

Wolni jak wiatr
W miłości niezmiennej
W białych wieżach złotych miast
Braci krwi...

W pamięci miłości
Bogowie umarli
W pamięci miłości
Tacy jak m<EOST>y",0
"Słowo daję - życie to maraton
Start jak zwykle, meta nie wiadomo gdzie
Nie potrafię sobie odpowiedzieć na to
Czy ode mnie to zależy czy też nie
<EOST>
Wybacz kochanie będę  trochę szczery
Z życia biorę niby wszystko jak się da
Ale serce mam prawdziwe - do cholery
Mogę zgubić wszystko, aby znaleźć coś
<EOST>
A maraton trwa
Bierzesz z życia co się tylko da
Płyniesz wciąż pod prąd
Czerpiąc siły nie wiadomo skąd   x2
<EOST>
Zwykle historie kończą się morałem
Ktoś tam w celibacie inny zaszył się
My pędzimy wciąż przed siebie tak jak w transie
Czy podoba się to komuś czy też nie
<EOST>
A maraton trwa
Bierzesz z życia co się tylko da
Płyniesz wciąż pod prąd
Czerpiąc siły nie wiadomo skąd   x2
<EOST>

A maraton trwa
Bierzesz z życia co się tylko da
Płyniesz wciąż pod prąd
Czerpiąc siły nie wiadomo skąd   x2
<EOST>
A maraton trwa
Płyniesz wciąż pod prąd
Czerpiąc siły nie wiadomo skąd
A maraton trw<EOST>a",0
"1. na wakacjach ją poznałem
miała 17 lat
jeszcze wtedy nie wiedziałem
że pokocham kogoś tak

ref. była dla mnie najpiękniejsza
nie spotkałem nigdy takiej
niczym cudna chwila szczęscia
więc nie opuszczę jej x2

2. gdy deszczową porą szedłem
rozmyślałem o nas dwojgu
deszcz zacinał prosto w oczy
a mnie było wszystko jedno

ref. zobaczyłem wtedy ciebie
jak w obięciach szłaś z chłopakiem
zrozumiałem wtedy że
znudziłem tobie się x<EOST>2",1
"Siostro ma w bieli ratuj, ratuj mnie 
Tracę przytomność, podaj mi swój lek 
Mojej choroby nie zna tutaj nikt 
Podaj no dłonie, nie wyrywaj ich 
<EOST>
Szpital już zasnął, znowu wzywam cię 
Bądź mą narkozą, zdejmij ze mnie lęk 
Dotknij mnie siostro, usiądź obok mnie 
Siostra ma biała, zdejmij z siebie biel 
<EOST>
Kiedy się pochylasz czule nad innymi 
To rozdajesz w pocałunkach nagłą śmierć 
Ratuj mnie, ratuj tylko mnie 
Ratuj mnie, ratuj tylko mnie 
<EOST>
Otrzyj me czoło, znów zapadam się 
Trzymaj mnie mocno, nie wypuszczaj mnie 
Ciągle majaczę, siostro ratuj mnie 
Cierpię najbardziej - kiedy widzę, że 
<EOST>
Znowu się pochylasz czule nad innymi 
I rozdajesz w pocałunkach nagłą śmierć 
Nie chcę wiedzieć, że umieram z twojej winy 
I dlatego ratuj, ratuj... Ratuj tylko mnie 
<EOST>
Ratuj mnie, ratuj tylko mnie 
Ratuj mnie, ratuj tylko mnie 
Ratuj mnie, ratuj tylko mnie 
Ratuj mnie, ratuj tylko mnie..<EOST>.",0
"

A teraz ciebie nie ma zrobilas mi dowidzenia 
A teraz ciebie nie ma odeszlas zostawilas 
dalas pustke uczuc swych zle m,nie zrozumialas 
po prostu zostawilas. 

1 Na ulicy wsrod ludzi tlum 
w twoich oczah kilka lez 
i zapomnianych słow 
bladzilas gdzies na ciebie 
czeka ktos kilka chwil 
wrocilo to czulas serca bicia 
lecz dlaczego w sercu zatapiam twoje łzy.. 

refren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 

A teraz ciebie nie ma zrobilas mi dowidzenia 
A teraz ciebie nie ma odeszlas zostawilas 
dalas pustke uczuc swych zle m,nie zrozumialas 
po prostu zostawilas. 

2::: 
Dzisiaj juz nie pamietasz 
wpatrzone w twoje oczy moje sny 
powiedz czemu mi mowisz nie pamietam 
i odwracasz sie gdzie w uczuciach pustka znika 
w chmurach ciagle widze twe oczy a ty mowisz mi dowidzenia . 
<EOST>

refren;;;;;;;;;;;;;;;;; 

A teraz ciebie nie ma zrobilas mi dowidzenia 
A teraz ciebie nie ma odeszlas zostawilas 
dalas pustke uczuc swych zle m,nie zrozumialas 
po prostu zostawilas . 
3 
Co zostalo z twoich wlosow 
smutek zal w ramionach z nim tul;isz sieee 
przez okno widac twoje lzyyy 
czy jeszcze kiedys przytulisz siee 
kocham cie chociasz nie widzialas mnie 
patrzylem jak calowalas sie znim a mipowiedzials . 

A teraz ciebie nie maaaaaaaaaaaaaaaaaaaaaaa 
<EOST>
<EOST>
",1
"Babie lato wolno płynie
przez jesienny park,
z dala ktoś na mandolinie
kołysankę gra.
Chodźmy, miła, pod nasz stary dąb,
jakże kocham ciepło twoich rąk.
Pomyśl, ile to już lat
idziemy przez ten świat.

Spostrzegłem dzisiaj pierwszy siwy włos
na twojej skroni
i muszę wyznać, że ten widok
wzruszył mnie ogromnie.
Mam przecież w oczach dzień,
gdy pierwszy raz ujrzałem ciebie,
pamiętam każde słowo,
każdy uśmiech twój.

Czas nie ostudzi ludzkich serc,
gdy mocna miłość płonie.
Całuję pierwszy siwy włos,
co błysnął na twej skroni.
Tak piękną mamy jesień, miła,
cichą i pogodną.
Spójrz, jak babiego lata
płynie srebrna nić.

Jak obłoki dwa łabędzie
przecinają staw,
człowiek zawsze wracać będzie
do lirycznych spraw.
Chodźmy, już się kryje słońca blask,
w domu cisza oczekuje nas.
Pomyśl, ile to już lat
idziemy przez ten świat.

Spostrzegłem dzisiaj pierwszy siwy włos
na twojej skroni
i muszę wyznać, że ten widok
wzruszył mnie ogromnie.
Mam przecież w oczach dzień,
gdy pierwszy raz ujrzałem ciebie,
pamiętam każde słowo,
każdy uśmiech twój.

<RBEG>[2x:]
Czas nie ostudzi ludzkich serc,
gdy mocna miłość płonie.
Całuję pierwszy siwy włos,
co błysnął na twej skroni.
Tak piękną mamy jesień, miła,
cichą i pogodną.
Spójrz, jak babiego lata
płynie srebrna ni<REND>ć<EOST>.",0
